,News Media,Date,Tweets Ago,Compound,Positive,Neutral,Negative,Tweet
260,CNN,Sun Sep 09 13:12:17 +0000 2018,61,0.0,0.0,1.0,0.0,"Kellyanne Conway calls the anonymous author of New York Times op-ed “pathetic,” and says that President Trump doesn… https://t.co/Q1gL08jlzD"
261,CNN,Sun Sep 09 13:01:00 +0000 2018,62,0.7096,0.228,0.772,0.0,"A widow only had $3 for gas, so a cop pumped an extra $20 into the tank and inspired others to help her… https://t.co/4bhnC3f8G5"
262,CNN,Sun Sep 09 12:31:00 +0000 2018,63,0.0516,0.135,0.738,0.127,"“You can’t shame people for trying to make an honest living,” says former ""Cosby Show"" actor Geoffrey Owens, respon… https://t.co/wlvcQPBRQE"
263,CNN,Sun Sep 09 12:30:21 +0000 2018,64,-0.6486,0.0,0.765,0.235,"A shooting near Auburn University leaves one person dead and four others wounded, police say https://t.co/2ZXmZQBc7O"
264,CNN,Sun Sep 09 12:01:05 +0000 2018,65,0.6808,0.301,0.699,0.0,A former Buddhist monk is trying to help the world relax with an app https://t.co/pqyP4IaQfv https://t.co/9LfpYgGYv1
265,CNN,Sun Sep 09 11:31:00 +0000 2018,66,0.0772,0.097,0.817,0.086,"There's no place like home. A pair of ruby slippers Judy Garland wore in ""The Wizard of Oz"" were found 13 years aft… https://t.co/gkiyhsMjrd"
266,CNN,Sun Sep 09 11:01:07 +0000 2018,67,0.4939,0.225,0.775,0.0,"This new, environmentally friendly six-pack doesn't require any plastic rings https://t.co/mgAU4tnO87 https://t.co/dt5fhguit7"
267,CNN,Sun Sep 09 10:31:00 +0000 2018,68,0.0,0.0,1.0,0.0,This Harry's factory in Germany makes 3 million razor blades -- every single day https://t.co/MELRtwCDht https://t.co/O3N5IaGR32
268,CNN,Sun Sep 09 10:01:07 +0000 2018,69,0.0,0.0,1.0,0.0,"More baby boomers are turning to marijuana, a new study says https://t.co/Ct4GQnRzWK https://t.co/GPEaJumayd"
269,CNN,Sun Sep 09 09:31:00 +0000 2018,70,0.4939,0.176,0.824,0.0,A Wisconsin man discovered that a co-worker and friend of two years is actually his biological father… https://t.co/EhgaSZ0bzn
270,CNN,Sun Sep 09 09:01:06 +0000 2018,71,0.4019,0.114,0.886,0.0,"Adhering to the Mediterranean diet can help prolong your life, even if you are already 65 or older, a new study sug… https://t.co/ICe1Rinl0P"
271,CNN,Sun Sep 09 08:31:00 +0000 2018,72,-0.5994,0.0,0.672,0.328,20 things to eat before you die: https://t.co/Pj421cylRj https://t.co/HjOuNna1kg
272,CNN,Sun Sep 09 08:08:57 +0000 2018,73,0.3182,0.108,0.892,0.0,"North Korea has staged a huge military parade to mark the 70th anniversary of the country's founding.

But the disp… https://t.co/YNX5QpQOfe"
273,CNN,Sun Sep 09 08:01:03 +0000 2018,74,-0.296,0.0,0.891,0.109,This man put up an electric fence near a school bus stop to keep kids off his lawn https://t.co/UFfLq5GRS3 https://t.co/pk2dguMY0Y
274,CNN,Sun Sep 09 07:31:00 +0000 2018,75,0.0,0.0,1.0,0.0,Did you know the biggest home in America is also a working farm? This is homegrown cuisine at the Biltmore estate:… https://t.co/iwEKgORuZH
275,CNN,Sun Sep 09 07:01:07 +0000 2018,76,0.0,0.0,1.0,0.0,She sits at her computer all day scrubbing the internet of photos and videos published without the subject's permis… https://t.co/ot3h4MO1XQ
276,CNN,Sun Sep 09 06:31:00 +0000 2018,77,0.4019,0.197,0.803,0.0,"Goodyear’s new blimp, the Wingfoot Three, features some special upgrades https://t.co/W8jS9GQvuE https://t.co/BtXDSLIrVs"
277,CNN,Sun Sep 09 06:01:05 +0000 2018,78,0.0,0.0,1.0,0.0,"More than a century ago, Frank Bennett Fiske had a photography studio at Fort Yates, a US Army post in the middle o… https://t.co/AaBBUY6nh8"
278,CNN,Sun Sep 09 05:58:50 +0000 2018,79,0.3182,0.108,0.892,0.0,North Korea has staged a huge military parade to mark the 70th anniversary of the country's founding; the display w… https://t.co/ITehHWR81C
279,CNN,Sun Sep 09 05:30:05 +0000 2018,80,0.7506,0.291,0.709,0.0,"Students at Luck High School in Wisconsin got a huge surprise when, on the first day of classes, an area businessma… https://t.co/nS1OPDLEYR"
280,CNN,Sun Sep 09 05:01:02 +0000 2018,81,-0.25,0.099,0.755,0.146,"A condition known as black hairy tongue has been linked with certain medications, conditions and poor oral health.… https://t.co/M8IAzZyRRW"
281,CNN,Sun Sep 09 04:50:04 +0000 2018,82,0.0,0.0,1.0,0.0,RT @willripleyCNN: Pyongyang’s display of military hardware during Sunday's parade was considerably understated compared to what North Kore…
282,CNN,Sun Sep 09 04:47:01 +0000 2018,83,0.3182,0.108,0.892,0.0,"North Korea has staged a huge military parade to mark the 70th anniversary of the country's founding -- however, un… https://t.co/OZDAud4Ns1"
283,CNN,Sun Sep 09 04:30:10 +0000 2018,84,0.0,0.0,1.0,0.0,"The world is full of buttons that don't actually do anything.

They're at crosswalks, in elevators, and on thermost… https://t.co/X8Fk5vW84r"
284,CNN,Sun Sep 09 04:00:09 +0000 2018,85,-0.5423,0.0,0.72,0.28,Same-sex relationships are still a crime in 69 countries https://t.co/ms0tQfSJuK https://t.co/vDr9VTeWyz
285,CNN,Sun Sep 09 03:30:13 +0000 2018,86,0.0772,0.135,0.744,0.121,"Whitney Austin was shot 12 times as she walked to work. She lived, thanks to emergency workers… https://t.co/iSVPJmCNkZ"
286,CNN,Sun Sep 09 03:13:52 +0000 2018,87,-0.7717,0.0,0.717,0.283,A Dallas police officer shot and killed a man after mistakenly entering his apartment at the complex where she also… https://t.co/VtAO1OVtoO
287,CNN,Sun Sep 09 03:00:16 +0000 2018,88,0.0,0.0,1.0,0.0,"Archaeologists believe they have unearthed one of Egypt's oldest-known settlements in the Nile Delta, dating back s… https://t.co/zNtw8XmPWE"
288,CNN,Sun Sep 09 02:30:11 +0000 2018,89,0.4215,0.141,0.859,0.0,This California nurse discovered that her colleague was a patient she cared for as a baby 28 years ago… https://t.co/cxLLSuyo0l
289,CNN,Sun Sep 09 02:00:20 +0000 2018,90,0.34,0.13,0.87,0.0,A Chinese kindergarten welcomed children back to school at the beginning of term with a pole dancing display https://t.co/hxVy5k00U6
290,CNN,Sun Sep 09 01:30:15 +0000 2018,91,-0.4019,0.166,0.488,0.346,Behind the glamour of the Miss America pageant lies discord and division https://t.co/aaLVFTs7IA https://t.co/JwfVCX6kRf
291,CNN,Sun Sep 09 01:00:07 +0000 2018,92,0.0,0.0,1.0,0.0,Letter suggests Vatican knew of sexual misconduct allegations against former Cardinal Theodore McCarrick in 2000… https://t.co/3uARKeDRZp
292,CNN,Sun Sep 09 00:45:00 +0000 2018,93,0.0,0.0,1.0,0.0,A high school student who made faces during President Trump's rally in Montana says he thinks he was removed from t… https://t.co/XXWsRbSNEi
293,CNN,Sun Sep 09 00:30:13 +0000 2018,94,0.0,0.0,1.0,0.0,"Secretary of State Mike Pompeo has received a letter from North Korean leader Kim Jong Un to President Trump, accor… https://t.co/Zb65tZTXwz"
294,CNN,Sun Sep 09 00:15:04 +0000 2018,95,0.5216,0.183,0.817,0.0,Chicago bishop who didn't report child abuse allegations to police is living on archdiocese property… https://t.co/XgJs0lDRBG
295,CNN,Sun Sep 09 00:00:22 +0000 2018,96,0.0,0.0,1.0,0.0,"Breaking hearts, Elton John kicks off final world tour https://t.co/2PvLzue2eq https://t.co/FBBFfsqIgA"
296,CNN,Sat Sep 08 23:45:06 +0000 2018,97,-0.2023,0.144,0.667,0.189,"President Trump, Republicans using impeachment threat as tool to motivate their base https://t.co/hR81HTIXYo https://t.co/7NCnW8Hvwx"
297,CNN,Sat Sep 08 23:30:04 +0000 2018,98,0.6597,0.329,0.671,0.0,"Democratic Senate hopes are alive, though precarious https://t.co/yPCppeoQYm | Analysis by Harry Enten https://t.co/fiEbeVZXUP"
298,CNN,Sat Sep 08 23:15:02 +0000 2018,99,-0.0772,0.095,0.794,0.111,"Mick Mulvaney, a top Trump administration official, warned behind closed doors that Republican candidates such as T… https://t.co/YjS8OpqwPG"
299,CNN,Sat Sep 08 23:00:10 +0000 2018,100,0.34,0.194,0.806,0.0,Why big food companies are giving money to startups https://t.co/JmSzLLRjvb https://t.co/LHTuemkTEb
300,FoxNews,Mon Sep 10 04:30:00 +0000 2018,1,0.4019,0.172,0.828,0.0,".@RealCandaceO on the current state of the Democratic Party: ""It's completely splintered."" @NextRevFNC https://t.co/xUcB1qHSNs"
301,FoxNews,Mon Sep 10 04:23:00 +0000 2018,2,-0.4215,0.0,0.843,0.157,"Pirro to Obama: 'Your Lies, Your Policies and Your Divisiveness' Are Why Trump Is President https://t.co/DTluidFcVZ"
302,FoxNews,Mon Sep 10 04:15:00 +0000 2018,3,0.0,0.0,1.0,0.0,".@GOPLeader: “We are building the wall right now in the southern portions, in California and in New Mexico, but we… https://t.co/eehfmRietd"
303,FoxNews,Mon Sep 10 04:07:00 +0000 2018,4,-0.5574,0.0,0.753,0.247,"On ""Justice,"" @JudgeJeanine slammed former President @BarackObama for his fiery speech Friday, which accused Presid… https://t.co/lp5DeAccnb"
304,FoxNews,Mon Sep 10 04:00:00 +0000 2018,5,0.4939,0.198,0.802,0.0,".@JohnJamesMI: “Understanding how to keep Americans safe is what we want. But also in terms of business, understand… https://t.co/Qfd5JgdWvJ"
305,FoxNews,Mon Sep 10 03:50:00 +0000 2018,6,-0.1779,0.14,0.661,0.198,"California fire season may extend into autumn, officials say https://t.co/I2x08DOTHS"
306,FoxNews,Mon Sep 10 03:40:00 +0000 2018,7,0.0,0.0,1.0,0.0,Passengers use a card to enter the newly-opened WTC Cortlandt subway station in New York on Saturday. The subway st… https://t.co/9keYujbofv
307,FoxNews,Mon Sep 10 03:33:00 +0000 2018,8,0.0,0.0,1.0,0.0,"GoFundMe couple allegedly spent homeless man's money on shoe collection, pricey vacations: report https://t.co/i9TSeoAxKm"
308,FoxNews,Mon Sep 10 03:25:00 +0000 2018,9,-0.5267,0.0,0.694,0.306,".@jonvoight: ""There are no statesmen, no statesmen, in the Democratic world."" https://t.co/PrrVFbbarQ"
309,FoxNews,Mon Sep 10 03:17:17 +0000 2018,10,0.8934,0.401,0.599,0.0,".@jonvoight: ""There's wonderful things happening every day thanks in great part to this president that we have, who… https://t.co/vkzeEPCwZv"
310,FoxNews,Mon Sep 10 03:07:58 +0000 2018,11,0.0,0.0,1.0,0.0,".@jonvoight on President @realDonaldTrump: ""He's actually doing what he said he would do."" https://t.co/dPuf6JB2LI"
311,FoxNews,Mon Sep 10 03:03:43 +0000 2018,12,0.2732,0.1,0.9,0.0,".@jonvoight on what made him become a Trump supporter: ""He was self-funding and that meant that he wouldn't have an… https://t.co/gTXqNjI1Xp"
312,FoxNews,Mon Sep 10 03:00:00 +0000 2018,13,0.0,0.0,1.0,0.0,The U.S. Capitol building is reflected in a rain puddle at daybreak on Saturday in Washington. https://t.co/gPzVOXmeE2
313,FoxNews,Mon Sep 10 02:52:31 +0000 2018,14,0.0516,0.165,0.72,0.114,"""You needed somebody who was a doer. Somebody who solved problems, who got up in the morning to solve problems.""… https://t.co/2KjgQTmlsJ"
314,FoxNews,Mon Sep 10 02:44:35 +0000 2018,15,0.1779,0.112,0.803,0.084,".@jonvoight: ""I know that we have to keep focus and keep battling for what is true. And things will change, because… https://t.co/J2EbJUoquX"
315,FoxNews,Mon Sep 10 02:42:34 +0000 2018,16,0.5994,0.358,0.642,0.0,".@jonvoight: ""Patriotism brings you many beautiful friends."" https://t.co/WbSrcbxd1X"
316,FoxNews,Mon Sep 10 02:38:06 +0000 2018,17,0.1027,0.205,0.616,0.178,"Florence strengthens into a hurricane, threatens to hit Southeast US https://t.co/fKABDcV6ml https://t.co/MYVS2x49l0"
317,FoxNews,Mon Sep 10 02:35:11 +0000 2018,18,0.0,0.0,1.0,0.0,".@jonvoight: ""When you look at...John Kennedy's inaugural address— his inaugural address would be deemed today by t… https://t.co/yENRnhBu7c"
318,FoxNews,Mon Sep 10 02:28:32 +0000 2018,19,0.0,0.0,1.0,0.0,".@VP Pence slams 'disappointing' Obama speech, says he'd take lie detector to prove he didn't write NYT Op-Ed https://t.co/udGkLfTbo3"
319,FoxNews,Mon Sep 10 02:22:45 +0000 2018,20,0.296,0.109,0.891,0.0,"THIS DAY IN HISTORY: The Apollo 11 astronauts, Michael Collins, Neil Armstrong and Edwin Aldrin, join Postmaster Ge… https://t.co/bPEtRfpVNA"
320,FoxNews,Mon Sep 10 02:17:53 +0000 2018,21,0.9042,0.371,0.629,0.0,".@jonvoight to the late Burt Reynolds: ""You were a true artist in every way. You had the greatest love for your cra… https://t.co/LDybBaLaJs"
321,FoxNews,Mon Sep 10 02:04:49 +0000 2018,22,-0.2732,0.0,0.851,0.149,'Dine-and-dash dater' who allegedly left dates with pricey bills faces new charges https://t.co/bMpMgIE6Qz
322,FoxNews,Mon Sep 10 01:50:54 +0000 2018,23,0.0,0.0,1.0,0.0,.@MiamiDolphins players Kenny Stills and Albert Wilson kneel during the national anthem before their game against t… https://t.co/8qTIrZ2J1l
323,FoxNews,Mon Sep 10 01:39:18 +0000 2018,24,0.3182,0.113,0.887,0.0,"RT @FoxNewsResearch: North Korea:
•1945: Korea divided at 38th parallel
•1948: Separate nations established
—Communist NK supported by Sovi…"
324,FoxNews,Mon Sep 10 01:36:21 +0000 2018,25,0.0,0.0,1.0,0.0,"Ahead of Kavanaugh confirmation vote, Sen. Collins receives 3,000 hangers from pro-choice activists. https://t.co/rANFDYJler"
325,FoxNews,Mon Sep 10 01:30:04 +0000 2018,26,0.4019,0.172,0.828,0.0,".@RealCandaceO on the current state of the Democratic Party: ""It's completely splintered."" @NextRevFNC https://t.co/iZ7E9kGj4O"
326,FoxNews,Mon Sep 10 01:27:43 +0000 2018,27,0.4767,0.256,0.744,0.0,".@charliekirk11: ""The president has improved the economy tremendously."" @NextRevFNC https://t.co/N9UgRrriAu"
327,FoxNews,Mon Sep 10 01:18:57 +0000 2018,28,-0.743,0.0,0.656,0.344,DEVELOPING: Female Dallas cop who killed man in his home charged with manslaughter. https://t.co/hdtrAEvANL
328,FoxNews,Mon Sep 10 01:06:00 +0000 2018,29,-0.7003,0.0,0.756,0.244,Oregon fast food restaurant revises button policy after employees wear 'Abolish ICE' and 'No one is illegal' pins a… https://t.co/Mw7KVc6TAr
329,FoxNews,Mon Sep 10 01:05:56 +0000 2018,30,-0.4767,0.0,0.693,0.307,"Paris knife attack leaves 7 wounded, reports say. https://t.co/vm9JmTgov1"
330,FoxNews,Mon Sep 10 01:00:00 +0000 2018,31,-0.4588,0.0,0.8,0.2,"Beyonce, Jay-Z threatened by George Zimmerman over Trayvon Martin documentary, report says. https://t.co/zV9SgrGTRl"
331,FoxNews,Mon Sep 10 00:56:33 +0000 2018,32,-0.5423,0.0,0.759,0.241,"Woman kills husband at Walmart in front of 3 children, cops say. https://t.co/D9bHaZs8sf"
332,FoxNews,Mon Sep 10 00:45:00 +0000 2018,33,0.0,0.0,1.0,0.0,"Cold case detectives search Ohio farm in couple's separate disappearances in 1994 and 2003.
https://t.co/YsKF1iUqvJ"
333,FoxNews,Mon Sep 10 00:37:00 +0000 2018,34,0.0,0.0,1.0,0.0,"Corey Brooks on leadership in Chicago: ""Until we start to diversify how we view politically ourselves, we're going… https://t.co/SgmmEeNBym"
334,FoxNews,Mon Sep 10 00:33:00 +0000 2018,35,-0.6249,0.0,0.83,0.17,"Jason Hill on political leadership in Chicago: “I think corruption and violence are part of the DNA of the city.""… https://t.co/uQOBzYe2pP"
335,FoxNews,Mon Sep 10 00:27:00 +0000 2018,36,-0.6249,0.0,0.823,0.177,"Kevin Graham on Chicago violence: ""It didn't start yesterday. It started started years ago when they decided to und… https://t.co/uLKBkva9rM"
336,FoxNews,Mon Sep 10 00:25:20 +0000 2018,37,-0.6597,0.0,0.833,0.167,"Rochelle Sykes, aunt of teen murdered in Chicago: ""He wasn't in a gang, he didn't do drugs. What is it that he coul… https://t.co/AJnyEkU6yi"
337,FoxNews,Mon Sep 10 00:19:00 +0000 2018,38,0.0946,0.173,0.711,0.116,"TONIGHT: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow and special guest @jonvoight - Tune in at 10p ET o… https://t.co/KyHzpCraFE"
338,FoxNews,Mon Sep 10 00:11:05 +0000 2018,39,0.5719,0.252,0.748,0.0,Parkland high school wins first home football game since deadly shooting. https://t.co/okqgRuN8bC
339,FoxNews,Mon Sep 10 00:00:01 +0000 2018,40,-0.2732,0.0,0.851,0.149,'Dine-and-dash dater' who allegedly left dates with pricey bills faces new charges. https://t.co/6uHd2KEbBH
340,FoxNews,Sun Sep 09 23:52:20 +0000 2018,41,-0.5106,0.0,0.829,0.171,".@KatiePavlich on fallout of anonymous NYT op-ed: ""Politically, I don't think it was damaging at all."" #FNS https://t.co/i4cxKWnSSs"
341,FoxNews,Sun Sep 09 23:46:42 +0000 2018,42,-0.3182,0.0,0.813,0.187,JUST IN: @DjokerNole defeats @delpotrojuan in the US Open final. https://t.co/zaObEUXZTO
342,FoxNews,Sun Sep 09 23:41:10 +0000 2018,43,0.4767,0.181,0.819,0.0,UPDATE: CBS CEO Les Moonves departs the company 'effective immediately' amid sexual misconduct allegations. https://t.co/sif3n9cXUt
343,FoxNews,Sun Sep 09 23:36:31 +0000 2018,44,-0.6204,0.0,0.831,0.169,".@VP Pence on anonymous NYT op-ed: ""It really is an assault on our democracy and it should be universally condemned… https://t.co/JbF736Ujrs"
344,FoxNews,Sun Sep 09 23:25:00 +0000 2018,45,0.1139,0.1,0.9,0.0,"TONIGHT: Don't miss a brand new ""The Next Revolution"" with @SteveHiltonx featuring @TezlynFigaro, @charliekirk11,… https://t.co/q1emBr1zRr"
345,FoxNews,Sun Sep 09 23:24:07 +0000 2018,46,-0.3818,0.0,0.833,0.167,"Convicted ex-Trump aide George Papadopoulos suggests Sessions lied to Congress about Putin summit.
https://t.co/ktifrCuImb"
346,FoxNews,Sun Sep 09 23:13:48 +0000 2018,47,0.0,0.0,1.0,0.0,"Ahead of the 17th anniversary of 9/11, the 'Tower of Voices' was erected in Shanksville, Pennsylvania, by the… https://t.co/rM9Pv6AP8l"
347,FoxNews,Sun Sep 09 23:05:00 +0000 2018,48,0.0,0.0,1.0,0.0,"On @FoxNewsSunday, @VP Pence blasted @BarackObama and his administration's policies after a series of political eve… https://t.co/QghWHty9ne"
348,FoxNews,Sun Sep 09 22:57:44 +0000 2018,49,-0.34,0.0,0.789,0.211,Tennessee officials post warning after bear gets into truck. https://t.co/b09fvEZ33Y
349,FoxNews,Sun Sep 09 22:41:39 +0000 2018,50,0.2263,0.195,0.671,0.134,.@Kaepernick7 thanks @MiamiDolphins players for anthem protest prior to season opener. https://t.co/7hwfyZfidr
350,FoxNews,Sun Sep 09 22:32:24 +0000 2018,51,0.6249,0.421,0.579,0.0,"Sweden election sees gains for far-right, anti-immigrant party. https://t.co/idQqV18Wkz"
351,FoxNews,Sun Sep 09 22:15:41 +0000 2018,52,0.34,0.13,0.87,0.0,.@cindymccain was selected as the @AZCardinals' honorary team captain for their season opener against the @Redskins. https://t.co/Msst3qaMks
352,FoxNews,Sun Sep 09 22:08:00 +0000 2018,53,-0.4019,0.0,0.886,0.114,CBS CEO Les Moonves will step down from his position amid a series of sexual misconduct complaints by at least 12 f… https://t.co/BBGA0oDvnM
353,FoxNews,Sun Sep 09 22:02:24 +0000 2018,54,0.0,0.0,1.0,0.0,"Florence forecast to become 'major hurricane,' moving toward southeastern US. https://t.co/iKfaYcaEKE"
354,FoxNews,Sun Sep 09 21:54:00 +0000 2018,55,0.0,0.0,1.0,0.0,Detroit food truck owner refuses to serve law enforcement officers. https://t.co/9IRucnDFQg
355,FoxNews,Sun Sep 09 21:50:00 +0000 2018,56,0.0,0.0,1.0,0.0,What is the Saffir-Simpson hurricane wind scale? https://t.co/qwC1JRN1Pv
356,FoxNews,Sun Sep 09 21:46:00 +0000 2018,57,-0.4404,0.0,0.707,0.293,Shark attacks 23-year-old surfer at Hawaii beach. https://t.co/t9i5ExcQtX
357,FoxNews,Sun Sep 09 21:41:43 +0000 2018,58,-0.4215,0.0,0.725,0.275,German pop singer missing at sea after falling from cruise ship. https://t.co/2bcLANlBBp
358,FoxNews,Sun Sep 09 21:33:00 +0000 2018,59,0.5574,0.247,0.753,0.0,The 'forgotten' Supreme Court decision and its impact on our politics. https://t.co/MOAa5RKDZY
359,FoxNews,Sun Sep 09 21:26:58 +0000 2018,60,-0.4588,0.0,0.84,0.16,RT @EricShawnTV: No big missiles at the North Korean parade. A message from Kim Jong Un...or empty symbol? Watch our analysis @FoxNews on w…
360,FoxNews,Sun Sep 09 21:26:00 +0000 2018,61,-0.5423,0.0,0.759,0.241,"Woman kills husband at Walmart in front of 3 children, cops say. https://t.co/D9bHaZs8sf"
361,FoxNews,Sun Sep 09 21:19:00 +0000 2018,62,-0.872,0.0,0.548,0.452,Reps. McCaul and Chabot: Drones in the wrong hands are a terror threat to Americans. https://t.co/B5gx5K6CBk
362,FoxNews,Sun Sep 09 21:10:17 +0000 2018,63,0.0,0.0,1.0,0.0,Model with Down syndrome walks runway at New York Fashion Week. https://t.co/kVJsP2b24r
363,FoxNews,Sun Sep 09 21:02:00 +0000 2018,64,-0.3818,0.0,0.833,0.167,Tennessee parents upset by school's response after students find maggots in cafeteria food. https://t.co/18uktWeVqE
364,FoxNews,Sun Sep 09 20:55:00 +0000 2018,65,-0.34,0.0,0.769,0.231,Hurricane warning vs. watch: How are they different? https://t.co/cTu0fKwfJ0
365,FoxNews,Sun Sep 09 20:46:00 +0000 2018,66,-0.5106,0.0,0.798,0.202,"John Kerry condemns bids to 'destroy' presidents, then suggests Trump unfit for office. https://t.co/olf57al13c"
366,FoxNews,Sun Sep 09 20:39:36 +0000 2018,67,0.0,0.0,1.0,0.0,"The #DeltaFire in Northern California has scorched over 41,000 acres and is only 5% contained. https://t.co/uwWBRHpNg1"
367,FoxNews,Sun Sep 09 20:33:00 +0000 2018,68,-0.2244,0.0,0.905,0.095,Don’t miss “Fox Report with Jon Scott” Saturdays and Sundays at 6p ET on Fox News Channel! @JonScottFNC https://t.co/2QyvbhaLvu
368,FoxNews,Sun Sep 09 20:30:10 +0000 2018,69,0.0,0.0,1.0,0.0,New York Democrats slammed for mailer implying Cynthia Nixon is anti-Semitic. https://t.co/zMKr1P27UE
369,FoxNews,Sun Sep 09 20:11:28 +0000 2018,70,-0.6369,0.0,0.819,0.181,".@CGasparino on CBS CEO Les Moonves after fallout of new sexual abuse allegations: ""Sources close to the company ar… https://t.co/yzQLNiXdkA"
370,FoxNews,Sun Sep 09 19:59:58 +0000 2018,71,-0.34,0.0,0.844,0.156,"BREAKING: CBS CEO Les Moonves to resign after sexual misconduct claims, sources say. https://t.co/ymLNggZXU3"
371,FoxNews,Sun Sep 09 19:48:41 +0000 2018,72,0.4215,0.167,0.833,0.0,"Gold Star Wife: @Nike, @Kaepernick7 Should Visit Arlington Nat'l Cemetery to See 'True Sacrifice' https://t.co/fIU2wfzlN1"
372,FoxNews,Sun Sep 09 19:37:00 +0000 2018,73,-0.5267,0.0,0.746,0.254,"Serena Williams fined $17,000 for violations during US Open final. https://t.co/yXSo6H57YU"
373,FoxNews,Sun Sep 09 19:31:00 +0000 2018,74,0.4019,0.137,0.863,0.0,"In a special @IngrahamAngle town hall, Laura Ingraham delves into the reasons behind the staggering levels of viole… https://t.co/XscrFpWgAA"
374,FoxNews,Sun Sep 09 19:26:00 +0000 2018,75,0.296,0.128,0.872,0.0,"Amber Alert issued for Arizona girl, 14, who may be with 21-year-old man, police say.
https://t.co/ClKwKq8pc9"
375,FoxNews,Sun Sep 09 19:22:18 +0000 2018,76,0.7184,0.286,0.714,0.0,Hurricane Florence is gaining strength in the Atlantic as it churns towards the East Coast. https://t.co/8c5SSRC3qc https://t.co/zhFVwqSmu0
376,FoxNews,Sun Sep 09 19:15:55 +0000 2018,77,-0.5106,0.0,0.829,0.171,".@KatiePavlich on fallout of anonymous NYT op-ed: ""Politically, I don't think it was damaging at all."" #FNS https://t.co/WoBlvhrNVk"
377,FoxNews,Sun Sep 09 19:06:39 +0000 2018,78,0.0,0.0,1.0,0.0,"Sen. @ChrisCoons: ""What's the basis in law for investigating who wrote this editorial?"" #FNS https://t.co/THYdbWUP5g"
378,FoxNews,Sun Sep 09 18:54:14 +0000 2018,79,-0.6204,0.0,0.831,0.169,".@VP Pence on anonymous NYT op-ed: ""It really is an assault on our democracy and it should be universally condemned… https://t.co/z4W1fkdS7r"
379,FoxNews,Sun Sep 09 18:36:32 +0000 2018,80,0.5423,0.156,0.844,0.0,".@VP Pence on writer of anonymous NYT op-ed: ""That person should do the honorable thing, step forward and resign.""… https://t.co/JB6SuNADq2"
380,FoxNews,Sun Sep 09 18:24:05 +0000 2018,81,-0.5106,0.0,0.845,0.155,".@VP Pence: ""The American people in 2016 rejected the policy and direction of @BarackObama when they elected Presid… https://t.co/TUZpTe4qfL"
381,FoxNews,Sun Sep 09 18:18:23 +0000 2018,82,0.0,0.0,1.0,0.0,"Tom Ridge at Tower of Voices dedication ceremony: ""At the end of the day, the story of Flight 93 is also quite simp… https://t.co/FsweFlUCuj"
382,FoxNews,Sun Sep 09 18:14:00 +0000 2018,83,0.5267,0.167,0.833,0.0,"TONIGHT: Actor @jonvoight sounds off on politics in Hollywood on ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tun… https://t.co/yx7Fa0XTFC"
383,FoxNews,Sun Sep 09 18:10:13 +0000 2018,84,0.0,0.0,1.0,0.0,American Airlines pilot buys Papa John's Pizza for 159 passengers after flight is diverted. https://t.co/xvByPwU1Ts
384,FoxNews,Sun Sep 09 18:00:02 +0000 2018,85,0.0,0.0,1.0,0.0,South Carolina nail salon allegedly kicks out customer for being 'too big' https://t.co/5HUc1rrnZI
385,FoxNews,Sun Sep 09 17:45:25 +0000 2018,86,0.0,0.0,1.0,0.0,Tom Ridge speaks at Tower of Voices dedication ceremony https://t.co/ikbSFAlxAW https://t.co/b2JPTl6QYc
386,FoxNews,Sun Sep 09 17:40:00 +0000 2018,87,-0.34,0.0,0.855,0.145,CBS CEO Les Moonves accused by six more women of sexual misconduct amid reports he'll get big money to leave network https://t.co/pWZMpV3TED
387,FoxNews,Sun Sep 09 17:28:17 +0000 2018,88,0.0,0.0,1.0,0.0,Groundbreaking 'Tower of Voices' Flight 93 memorial erected ahead of 9/11 anniversary https://t.co/1vKJhTYOju
388,FoxNews,Sun Sep 09 17:27:00 +0000 2018,89,0.25,0.241,0.622,0.137,"OPINION: @TayaKyle: Nike, I love your gear, but your Colin Kaepernick ad exhausts my spirit https://t.co/mYRWvWICY7"
389,FoxNews,Sun Sep 09 17:16:00 +0000 2018,90,-0.2244,0.0,0.905,0.095,Don’t miss “Fox Report with Jon Scott” Saturdays and Sundays at 6p ET on Fox News Channel! @JonScottFNC https://t.co/4AIP59OJCI
390,FoxNews,Sun Sep 09 17:03:39 +0000 2018,91,0.4767,0.134,0.866,0.0,"The National Park Service, along with the Families of Flight 93, Friends of Flight 93 National Memorial, and the Na… https://t.co/yN1RAKyQdv"
391,FoxNews,Sun Sep 09 17:00:01 +0000 2018,92,-0.0772,0.0,0.909,0.091,'Never Discount Kanye West': Owens Says Superstar Rapper Is Serious About Presidential Run https://t.co/SXydomI6h0
392,FoxNews,Sun Sep 09 16:55:23 +0000 2018,93,0.0,0.0,1.0,0.0,North Korea marks 70th anniversary https://t.co/GrsUrKUedM https://t.co/wcerChu1rf
393,FoxNews,Sun Sep 09 16:45:00 +0000 2018,94,0.1531,0.152,0.73,0.118,"Trump critic Sen. Sasse says he's considering leaving Republican Party, calls WH a ‘reality show’ https://t.co/hmw8KOKsV3"
